error, Description
000806, Critical: A request belonging to work manager workManagerName is being scheduled for execution again after it has completed. This indicates a fatal thread scheduler error.
000807, Info: WorkManager wmName has reached its capacity. It is rejecting from thread threadName. The message is msg. Throwable is t.
000808, Warning: Executing thread is a non WLS thread. Please modify the application to use the Commonj WorkManager API.
000809, Debug: Executing thread details is a non WLS thread. Please modify the application to use the Commonj WorkManager API.
000900, Info: Could not open connection\n e.
000901, Warning: Could not open connection using proxy\n e.
000902, Error: Duplicate expression found in the system property protocol.nonProxyHosts: nonProxyHosts.
000903, Error: Failed to communicate with proxy: proxyhost/proxyport. Will try connection host/port now.
000904, Error: msg initializing the URL stream handler with custom factory: factory.
000905, Warning: Could not open connection with host: host and port: port.
001000, Emergency: Error ! Blob: Exception attempting to close OciOutputStream exText
001001, Emergency: The driver class aDriver throws an exception when Class.forName(aDriver).newInstance is executed: aMessage
001002, Info: Returning cached connection: aCachename
001003, Info: Loading driver class: sDriverName
001004, Info: JDBC log stream started at aStartDate
001005, Error: Could not create ParamSet for SQL logging event: anException
001006, Emergency: Could not submit SQL logging event: anException
001007, Info: aMessage issued.
001008, Error: Problem loading Driver: aDriverName - aMessage
001009, Info: Checking License file for jdbcKona/MSSQLServer
001010, Error: Driver: Error trying to determine DBType !
001011, Emergency: Driver: autocommit setting unreliable !
001012, Emergency: Error ! Blob: Exception attempting to close OciOutputStream aError
001013, Error: Error ! Blob: Exception attempting to close InputStream aError
001014, Error: Error ! Blob: unexpected stream type in streams Vector
001015, Emergency: Error ! Clob: Exception attempting to close OciOutputStream aError
001016, Error: Error ! Clob: Exception attempting to close Reader aError
001017, Error: Error ! Clob: Exception attempting to close OutputStream aError
001018, Error: Error ! Clob: Exception attempting to close Writer aError
001019, Error: Error ! Clob: unexpected stream type in streams Vector
001020, Error: DataTruncation: index(anIndex) parameter(aParameter) read(aRead) data size(aDataSize) transfer size(aTransferSize);
001021, Error: Connection.setQueryTimeout is only supported in JDK 1.1 (or newer), exception: anException
001022, Warning: aClassName.connect - cannot handle url anUrl
001023, Error: Driver: error getting ConnectionInfo: aError
001024, Warning: BaseHandler.appendWarning - aWarning
001025, Error: SQLException attempting to close Stmt aErrorCode aMessage
001026, Error: findDBType: createStatement Exception ! aErrorCode aMessage
001027, Error: findDBType: SQLException while attempting to rollback ! aErrorCode aMessage
001028, Error: findDBType: Connection Error while trying to determine DBType during SET LOCK MODE Trial. aError
001029, Emergency: findDBType: ERROR attempting to close statement ! aError
001030, Error: findDBType: SET LOCK Exception ! aErrorCode aMessage
001031, Error: findDBtype: SQLException while attempting to determine logging status ! aErrorCode aMessage
001032, Error: Error closing Informix connection. aError
001033, Error: ConnectionInfo - error - this is not a valid jdbc connection url
001034, Warning: aError creating BigDecimal decimal.
001035, Error: The following error has occured: aMessage.
001036, Debug: aMessage
001037, Warning: Bytes read (aReadBytes) do not match row bytes (aRowBytes)
001038, Warning: ResultSetMetaData: getFromServerRowSize: is zero ! returning default (short) 10,00
001039, Emergency: Timeout on connection's socket cannot be set because aMessage
001040, Warning: Statement.close: deregisterStmt did not remove Statement !
001041, Warning: Packet type unknown = aTypeID. Processing as an update.
001042, Error: Version response packet ID 0x35 expected but got aPacketID
001043, Warning: SocketExtras - couldn't understand the anOption option.
001044, Error: TdsDatabaseMetaData - an exception was raised while processing sp_server_info (will use default values), aSql
001045, Error: TdsInputStream.read - got an exception while sleeping, anException
001046, Error: Statement.close - closing the stream raised this exception anException
001047, Error: TdsStatement.parseWarning - exception while reading warning anException
001048, Error: TdsCallableStatement.setProcedureOutResult - error - all parameters have already been filled
001049, Info: Connecting to database using: aLoginStr at aTime
001050, Info: Connected to database at: aTime
001051, Info: Done logging in at: aTime
001052, Info: Loading library: aLibname
001053, Info: Finished loading library at: aTime
001054, Info: Parsing: aSql
001055, Info: Executing: aSql
001056, Warning: aMessage issued.
001057, Error: Could not initialize JDBC log file: aFile
001058, Error: Could not get JNDI context: aError
001059, Error: Error during Data Source creation: aError
001060, Error: Cannot startup connection pool "aPool" aMessage
001061, Error: Failed to init pools: aList
001062, Error: Realm aName is unknown here
001063, Error: User aUserName is unknown in realm aRealmName : Realm aRealmName does not accept the submitted credential for user aUserName
001064, Warning: Ignoring property 'enableTwoPhaseCommit' for JDBCTxDataSource "aName". This property is used only for those drivers that do not natively support XA.
001065, Info: Sleeping in createResource()
001066, Info: Delaying delaySecs seconds before making a aPoolname pool connection.
001067, Info: Connection for pool "aPoolname" refreshed.
001068, Info: Connection for pool "aPoolname" created.
001069, Info: Attempting to create connection pool aPoolName requested by user aCaller
001070, Info: Checking existence of connection pool aPoolName requested by user aCaller
001071, Info: Creating TX Data Source named anJndiName for pool aPoolName
001072, Info: Connection for XA pool "aPoolname" created.
001073, Info: Connection for XA pool "aPoolName" refreshed.
001074, Warning: A JDBC pool connection leak was detected. A connection leak occurs when a connection obtained from the pool was not closed explicitly by calling close() and then was disposed by the garbage collector and returned to the connection pool. The following stack trace at create shows where the leaked connection was created. stackTrace
001075, Warning: Test table "aTable" for pool "aPool" does not exist or is not available. Provide proper name for test table.
001076, Warning: An attempt was made to release a connection that belongs to a non-existing pool. Make sure the pool "aPool" has been destroyed by intent.
